"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"Atp2b12"	1.48603984138133e-66	0.619537437488674	0.795	0.533	4.61459951944143e-62	"11"	"Atp2b1"
"Cct32"	1.72711825186202e-66	0.594429612132119	0.849	0.64	5.36322030750712e-62	"11"	"Cct3"
"Gm26782"	1.73588277446502e-66	0.323164862624696	0.781	0.595	5.39043677954624e-62	"11"	"Gm26782"
"Cfdp11"	1.85809060611923e-66	0.723341970396446	0.869	0.735	5.76992875918205e-62	"11"	"Cfdp1"
"Mrfap11"	2.17618885258587e-66	0.823199957969657	0.867	0.689	6.7577192439349e-62	"11"	"Mrfap1"
"Anxa22"	2.25653106397329e-66	0.792980160787931	0.955	0.865	7.00720591295626e-62	"11"	"Anxa2"
"Psmc4"	2.27622251416781e-66	0.526152085672346	0.917	0.777	7.0683537732453e-62	"11"	"Psmc4"
"Echdc21"	3.44941185907709e-66	0.61553798805943	0.883	0.755	1.07114586459921e-61	"11"	"Echdc2"
"Snx53"	3.79972558453298e-66	0.395307349394049	0.809	0.595	1.17992878576503e-61	"11"	"Snx5"
"Srsf23"	4.57408795398952e-66	0.786135266684972	0.853	0.623	1.42039153235237e-61	"11"	"Srsf2"
"9530068E07Rik1"	4.58361172884708e-66	0.866242156781691	0.761	0.492	1.42334895015888e-61	"11"	"9530068E07Rik"
"Acer32"	4.89733435040187e-66	0.442348906071117	0.741	0.509	1.52076923583029e-61	"11"	"Acer3"
"Ddx53"	5.07229111835175e-66	0.864092634572676	0.867	0.69	1.57509856098177e-61	"11"	"Ddx5"
"Stub1"	5.21863440925773e-66	0.644457715840405	0.96	0.801	1.6205425431068e-61	"11"	"Stub1"
"Fuca21"	5.61098780237061e-66	0.463527485209964	0.673	0.376	1.74238004227015e-61	"11"	"Fuca2"
"Tmem173"	6.13469159202605e-66	0.474131168805429	0.629	0.215	1.90500578007185e-61	"11"	"Tmem173"
"Yipf3"	8.0606407197182e-66	0.544011962986892	0.91	0.733	2.50307076269409e-61	"11"	"Yipf3"
"Ube2n"	8.75969195841819e-66	0.611482248384673	0.894	0.763	2.7201471438476e-61	"11"	"Ube2n"
"Pdcl31"	8.79384887537518e-66	0.497057308006231	0.854	0.682	2.73075389127025e-61	"11"	"Pdcl3"
"Ubap2l3"	9.56483041591651e-66	0.57871003374769	0.761	0.489	2.97016678905455e-61	"11"	"Ubap2l"
"Frrs12"	9.71819590299741e-66	0.540708846618312	0.757	0.472	3.01779137375778e-61	"11"	"Frrs1"
"Rpl82"	1.13610921222323e-65	0.753667578066507	0.995	0.952	3.52795993671679e-61	"11"	"Rpl8"
"AC149090.13"	1.20517350845158e-65	0.735954185369153	0.764	0.467	3.74242529579468e-61	"11"	"AC149090.1"
"Cdc123"	1.50096480689101e-65	0.464023286476945	0.888	0.759	4.66094601483866e-61	"11"	"Cdc123"
"Aasdhppt"	1.82181755725885e-65	0.341997795623442	0.86	0.656	5.6572900605559e-61	"11"	"Aasdhppt"
"Sdr39u1"	2.59286522281632e-65	0.258485156603201	0.77	0.51	8.05162437641152e-61	"11"	"Sdr39u1"
"Sfr11"	2.74278243742298e-65	0.665407610563055	0.897	0.77	8.51716230292959e-61	"11"	"Sfr1"
"Vta1"	2.82509981379676e-65	0.378621740095833	0.809	0.615	8.77278245178307e-61	"11"	"Vta1"
"Xrn22"	2.94675279934653e-65	0.631495059758469	0.854	0.635	9.15055146781079e-61	"11"	"Xrn2"
"Enah"	2.99527154446333e-65	0.450625380398179	0.631	0.21	9.30121672702199e-61	"11"	"Enah"
"Sestd11"	3.2222671459706e-65	0.632420247557458	0.673	0.372	1.00061061683825e-60	"11"	"Sestd1"
"Tmem159"	3.6988596325921e-65	0.311578551425948	0.716	0.559	1.14860688170883e-60	"11"	"Tmem159"
"Sqstm11"	4.52310470534651e-65	0.659062711010618	0.962	0.814	1.40455970415125e-60	"11"	"Sqstm1"
"Pigyl"	5.7883941361028e-65	0.691549618837861	0.885	0.761	1.797470031084e-60	"11"	"Pigyl"
"Bhlhb9"	6.53213114994214e-65	0.326896318819653	0.678	0.445	2.02842268599153e-60	"11"	"Bhlhb9"
"Atat1"	9.02760574031159e-65	0.250794671167983	0.698	0.469	2.80334241053896e-60	"11"	"Atat1"
"Tm9sf32"	9.9243168045422e-65	0.82679771358509	0.818	0.62	3.08179809731449e-60	"11"	"Tm9sf3"
"Retreg2"	1.09313086757044e-64	0.334390107388773	0.844	0.572	3.39449928306647e-60	"11"	"Retreg2"
"Fzr1"	1.12421871732361e-64	0.367514441313723	0.736	0.511	3.49103638290501e-60	"11"	"Fzr1"
"Snrpb23"	1.34280403061451e-64	0.36168239711232	0.728	0.447	4.16980935626724e-60	"11"	"Snrpb2"
"Gja12"	1.46686614298959e-64	0.384358144141031	0.637	0.256	4.55505943382559e-60	"11"	"Gja1"
"Gps1"	1.47971592167159e-64	0.422959325612243	0.896	0.707	4.5949618515668e-60	"11"	"Gps1"
"Emd2"	1.56033901041143e-64	0.442401599459401	0.795	0.622	4.84532072903062e-60	"11"	"Emd"
"Srpk22"	1.99819718856619e-64	0.551777159038422	0.71	0.417	6.20500172965459e-60	"11"	"Srpk2"
"Mal2"	2.01310700393549e-64	0.304502234695943	0.775	0.593	6.25130117932087e-60	"11"	"Mal2"
"Immt1"	2.81542977094144e-64	0.55268732538556	0.871	0.687	8.74275406770444e-60	"11"	"Immt"
"B230219D22Rik2"	3.04775133185688e-64	0.879720766041526	0.808	0.579	9.46418221081518e-60	"11"	"B230219D22Rik"
"Akt1s1"	4.13334769837798e-64	0.403999831478846	0.842	0.594	1.28352846077732e-59	"11"	"Akt1s1"
"Dlgap41"	4.25025059773703e-64	0.26329774218508	0.736	0.439	1.31983031811528e-59	"11"	"Dlgap4"
"Tbc1d17"	4.43724562150972e-64	0.3759133491622	0.757	0.541	1.37789788284741e-59	"11"	"Tbc1d17"
"Fcho23"	4.55249087425592e-64	0.484499343970295	0.764	0.475	1.41368499118269e-59	"11"	"Fcho2"
"Zbtb203"	5.15069858212071e-64	0.754846137994776	0.737	0.459	1.59944643070594e-59	"11"	"Zbtb20"
"1300002E11Rik"	6.21231227008843e-64	0.405428291417781	0.782	0.567	1.92910932923056e-59	"11"	"1300002E11Rik"
"Cxadr"	6.34067250191964e-64	1.05989660161639	0.847	0.775	1.96896903202111e-59	"11"	"Cxadr"
"Dkc1"	6.96069110827097e-64	0.345884676427021	0.732	0.52	2.16150340985138e-59	"11"	"Dkc1"
"Arpc32"	7.49188546584403e-64	0.375442322958962	0.944	0.822	2.32645519370855e-59	"11"	"Arpc3"
"Vsig10"	9.53301869506092e-64	0.663881140364958	0.649	0.339	2.96028829537727e-59	"11"	"Vsig10"
"Map2k5"	1.03158836266687e-63	0.286839294512142	0.7	0.435	3.20339134258944e-59	"11"	"Map2k5"
"Mgat12"	1.11399514920114e-63	0.648359872352561	0.741	0.46	3.45928913681429e-59	"11"	"Mgat1"
"H1f0"	1.20450675699867e-63	1.04547308474871	0.93	0.833	3.74035483250797e-59	"11"	"H1f0"
"Rps32"	1.23480406874253e-63	0.796362128774383	0.991	0.957	3.83443707466616e-59	"11"	"Rps3"
"Fbxo22"	1.39170336372753e-63	0.429735547552736	0.887	0.63	4.32165645538311e-59	"11"	"Fbxo22"
"Arl4c2"	1.41851684796539e-63	0.314359453788021	0.619	0.169	4.40492036798692e-59	"11"	"Arl4c"
"Nasp"	1.44652427981653e-63	0.395009629239427	0.719	0.465	4.49189184611426e-59	"11"	"Nasp"
"Haghl"	2.24903372953389e-63	0.404967714319514	0.703	0.438	6.9839244403216e-59	"11"	"Haghl"
"Mrps25"	2.33781875019031e-63	0.269491781973273	0.865	0.621	7.25962856496597e-59	"11"	"Mrps25"
"Zcrb11"	2.93494341091696e-63	0.613607667081256	0.953	0.781	9.11387977392044e-59	"11"	"Zcrb1"
"Josd2"	3.06980956104829e-63	0.312109250116006	0.791	0.652	9.53267962992325e-59	"11"	"Josd2"
"Bcl7c"	3.76702485366981e-63	0.558395293184609	0.817	0.606	1.16977422781009e-58	"11"	"Bcl7c"
"Psmb2"	3.96870460402307e-63	0.389152806743447	0.953	0.864	1.23240184068728e-58	"11"	"Psmb2"
"Arhgef17"	4.61427465727036e-63	0.312802858115934	0.61	0.188	1.43287070932216e-58	"11"	"Arhgef17"
"Phf201"	5.40126508258751e-63	0.371707596220075	0.674	0.379	1.6772548460959e-58	"11"	"Phf20"
"Gna14"	6.52569346796559e-63	0.264281479939582	0.628	0.291	2.02642359260735e-58	"11"	"Gna14"
"Nono2"	8.54895410807737e-63	0.733603878126886	0.755	0.524	2.65470671918127e-58	"11"	"Nono"
"Adprh1"	8.76577840845103e-63	0.30983784649968	0.736	0.453	2.7220371691763e-58	"11"	"Adprh"
"Zyx2"	9.77039267336981e-63	0.389921225236112	0.745	0.526	3.03400003686153e-58	"11"	"Zyx"
"Wbp1"	1.16141546796469e-62	0.468603661088113	0.813	0.737	3.60654345267074e-58	"11"	"Wbp1"
"St14"	1.23278271297964e-62	0.62887251227871	0.66	0.359	3.82816015861567e-58	"11"	"St14"
"Tmem229a"	1.40483572537997e-62	0.289279198008833	0.638	0.286	4.36243637802241e-58	"11"	"Tmem229a"
"Wdr74"	1.62121068167974e-62	0.280683221616377	0.842	0.635	5.03434552982011e-58	"11"	"Wdr74"
"Ctnnb12"	1.80604609825751e-62	0.789386241301405	0.777	0.536	5.60831494891904e-58	"11"	"Ctnnb1"
"Rps3a12"	2.08861872999502e-62	0.44355879070217	0.996	0.985	6.48578774225352e-58	"11"	"Rps3a1"
"Nkap1"	2.11999791223214e-62	0.363669662570576	0.804	0.584	6.58322951685446e-58	"11"	"Nkap"
"Ubald2"	2.16906856242255e-62	0.607311559884914	0.854	0.681	6.73560860689074e-58	"11"	"Ubald2"
"Tspyl11"	2.23192629275492e-62	0.286554044745818	0.727	0.453	6.93080071689187e-58	"11"	"Tspyl1"
"Mkln13"	2.40366640652157e-62	0.596119825663054	0.768	0.481	7.46410529217144e-58	"11"	"Mkln1"
"Actr8"	2.69337077535149e-62	0.330896947660022	0.773	0.508	8.36372426869899e-58	"11"	"Actr8"
"Tcf7l23"	2.72532363298443e-62	0.289697534941754	0.687	0.393	8.46294747750657e-58	"11"	"Tcf7l2"
"Pnpla2"	3.37677321467859e-62	0.489442522990561	0.8	0.662	1.04858938635414e-57	"11"	"Pnpla2"
"Pacsin2"	3.97292197718751e-62	0.548678198358921	0.784	0.538	1.23371146157604e-57	"11"	"Pacsin2"
"Arpc22"	4.08296478085459e-62	0.681570154042977	0.971	0.869	1.26788305339878e-57	"11"	"Arpc2"
"Ormdl2"	4.20575483660202e-62	0.411210290336029	0.888	0.768	1.30601304941002e-57	"11"	"Ormdl2"
"Dnajc9"	4.29978407242673e-62	0.270389312851761	0.75	0.533	1.33521194801067e-57	"11"	"Dnajc9"
"Atpif13"	4.45779880071269e-62	0.6889206472753	0.959	0.882	1.38428026158531e-57	"11"	"Atpif1"
"Stard3nl1"	4.48452229499561e-62	0.411390597927165	0.853	0.742	1.39257870826499e-57	"11"	"Stard3nl"
"Elovl7"	5.43503756774104e-62	0.528203374407928	0.754	0.666	1.68774221591063e-57	"11"	"Elovl7"
"Nufip1"	6.40159661601011e-62	0.252281451868978	0.734	0.505	1.98788779716962e-57	"11"	"Nufip1"
"Zfand52"	6.42130943873443e-62	0.795163808213906	0.822	0.607	1.9940092200102e-57	"11"	"Zfand5"
"Ptp4a1"	6.50465713479939e-62	0.829491445767391	0.876	0.675	2.01989118006925e-57	"11"	"Ptp4a1"
"Ensa2"	6.73653528292622e-62	0.376443609385969	0.761	0.457	2.09189630140708e-57	"11"	"Ensa"
"Mgrn11"	8.20788580934862e-62	0.441248852873838	0.748	0.476	2.54879478037703e-57	"11"	"Mgrn1"
"Nrbp1"	8.9936420215176e-62	0.258397057745358	0.818	0.555	2.79279565694186e-57	"11"	"Nrbp1"
"Smchd13"	1.2366496949114e-61	0.413131352667004	0.683	0.373	3.84016829760837e-57	"11"	"Smchd1"
"9130401M01Rik"	1.24571498098061e-61	0.403719382614441	0.867	0.722	3.86831873043908e-57	"11"	"9130401M01Rik"
"Ppp4c"	1.48380124670906e-61	0.466039359063994	0.842	0.704	4.60764801140564e-57	"11"	"Ppp4c"
"Fahd2a"	1.57148529912258e-61	0.269668057816803	0.772	0.578	4.87993329936534e-57	"11"	"Fahd2a"
"Psenen"	1.60246915821247e-61	0.447382122209536	0.957	0.843	4.9761474769972e-57	"11"	"Psenen"
"Spryd7"	1.79870195159907e-61	0.435480746370787	0.847	0.713	5.5855091703006e-57	"11"	"Spryd7"
"2410002F23Rik"	1.91409131703937e-61	0.42994170825799	0.655	0.334	5.94382776680235e-57	"11"	"2410002F23Rik"
"Mfsd14a1"	2.24704074414398e-61	0.464013797523279	0.739	0.485	6.97773562279031e-57	"11"	"Mfsd14a"
"BC029722"	2.28751107912011e-61	0.393305420006074	0.802	0.606	7.10340815399168e-57	"11"	"BC029722"
"Pex19"	2.71981454602024e-61	0.293096869896719	0.844	0.565	8.44584010975665e-57	"11"	"Pex19"
"Il1rn1"	3.24610599045381e-61	0.950231777925357	0.853	0.745	1.00801329321562e-56	"11"	"Il1rn"
"Cd471"	3.75493215487421e-61	0.824785438273853	0.892	0.738	1.16601908205309e-56	"11"	"Cd47"
"Nptn1"	4.67030925726121e-61	0.539602295173272	0.845	0.67	1.45027113365732e-56	"11"	"Nptn"
"Pycrl"	4.80170391940563e-61	0.255873591404533	0.817	0.665	1.49107311809303e-56	"11"	"Pycrl"
"Mak161"	5.02215861394424e-61	0.306387467146171	0.833	0.653	1.5595309143881e-56	"11"	"Mak16"
"Etfbkmt"	7.170320627339e-61	0.27401649633864	0.745	0.583	2.22659966440758e-56	"11"	"Etfbkmt"
"Agrn1"	7.51425158903562e-61	0.477165185736652	0.678	0.414	2.33340054594323e-56	"11"	"Agrn"
"Psmd10"	7.64718007129245e-61	0.403822728046853	0.799	0.657	2.37467882753844e-56	"11"	"Psmd10"
"St6galnac2"	8.03478804646311e-61	0.353667563385393	0.604	0.14	2.49504273206819e-56	"11"	"St6galnac2"
"Dtnb"	1.05095204140173e-60	0.364286220972757	0.754	0.511	3.26352137416479e-56	"11"	"Dtnb"
"Rnf138"	1.10145093477224e-60	0.299860372398081	0.788	0.6	3.42033558774824e-56	"11"	"Rnf138"
"Il11ra1"	1.1759397631864e-60	0.414936324374995	0.871	0.645	3.65164574662272e-56	"11"	"Il11ra1"
"Acin12"	1.23892383034622e-60	0.662092451337598	0.797	0.558	3.84723017037413e-56	"11"	"Acin1"
"1110004F10Rik"	1.54929006037619e-60	0.577100869887728	0.881	0.713	4.81101042448618e-56	"11"	"1110004F10Rik"
"Aplp22"	1.837011080151e-60	0.807106593467121	0.786	0.588	5.7044705071929e-56	"11"	"Aplp2"
"Gpi1"	2.12372199629007e-60	0.570808710780059	0.928	0.744	6.59479391507956e-56	"11"	"Gpi1"
"Prpsap1"	2.85527977876069e-60	0.416974408182704	0.826	0.632	8.86650029698556e-56	"11"	"Prpsap1"
"Calm2"	2.93321574370022e-60	0.880644764741082	0.96	0.827	9.10851484891229e-56	"11"	"Calm2"
"Pnn3"	4.53482118880634e-60	0.819150332097203	0.714	0.479	1.40819802376003e-55	"11"	"Pnn"
"Rfc3"	4.77079635681597e-60	0.425707739147228	0.719	0.494	1.48147539268206e-55	"11"	"Rfc3"
"Ythdf2"	4.82294647070996e-60	0.411337912370752	0.748	0.539	1.49766956754957e-55	"11"	"Ythdf2"
"Tm2d1"	5.54154938555543e-60	0.438165466688561	0.885	0.769	1.72081733069653e-55	"11"	"Tm2d1"
"Dusp113"	5.61043105489091e-60	0.74400644739549	0.831	0.613	1.74220715547528e-55	"11"	"Dusp11"
"Zfp36l1"	5.75202056281685e-60	0.911152260512909	0.926	0.733	1.78617494537152e-55	"11"	"Zfp36l1"
"Meaf61"	5.95906457403758e-60	0.398467642692355	0.754	0.535	1.85046832217589e-55	"11"	"Meaf6"
"Vcam13"	8.41117510076366e-60	0.973591444752587	0.705	0.452	2.61192220404014e-55	"11"	"Vcam1"
"Trmt10c"	1.05195239448484e-59	0.251981423422262	0.853	0.668	3.26662777059379e-55	"11"	"Trmt10c"
"Bche"	1.18350305536303e-59	0.718979682433727	0.791	0.587	3.67513203781881e-55	"11"	"Bche"
"Glmp1"	1.38075792898043e-59	0.52054832379376	0.874	0.76	4.28766759686292e-55	"11"	"Glmp"
"Cdca4"	1.52348122781329e-59	0.319535699630372	0.718	0.459	4.73086625672861e-55	"11"	"Cdca4"
"Sh3bp11"	1.64794013360813e-59	0.316291241642743	0.635	0.305	5.11734849689333e-55	"11"	"Sh3bp1"
"Tspo2"	1.6801179184453e-59	0.619218587726323	0.959	0.86	5.21727017214818e-55	"11"	"Tspo"
"Tns12"	1.74347430353164e-59	0.831323276115027	0.732	0.482	5.41401075475681e-55	"11"	"Tns1"
"Memo1"	1.75668523080074e-59	0.276771192339931	0.869	0.652	5.45503464720554e-55	"11"	"Memo1"
"Gps21"	1.97830462910898e-59	0.473484775695791	0.73	0.476	6.1432293647721e-55	"11"	"Gps2"
"Ssbp41"	2.13407995161985e-59	0.332141369731347	0.754	0.524	6.62695847376511e-55	"11"	"Ssbp4"
"Vcl2"	2.49689939150786e-59	0.494762085031914	0.698	0.449	7.75362168044936e-55	"11"	"Vcl"
"Cox11"	2.69854294359752e-59	0.253271883751969	0.777	0.554	8.37978540275337e-55	"11"	"Cox11"
"Tax1bp31"	3.07041382064269e-59	0.503439611602929	0.775	0.593	9.53455603724173e-55	"11"	"Tax1bp3"
"1110032A03Rik"	4.71262570512169e-59	0.286517339977018	0.858	0.681	1.46341166021144e-54	"11"	"1110032A03Rik"
"Clns1a"	5.28887861943169e-59	0.327857162982135	0.84	0.673	1.64235547769212e-54	"11"	"Clns1a"
"Mme"	5.41170249716588e-59	0.520801334959075	0.721	0.476	1.68049597644492e-54	"11"	"Mme"
"Taldo1"	6.79453523246626e-59	0.654830764343695	0.944	0.822	2.10990702573775e-54	"11"	"Taldo1"
"Abracl1"	6.91651208316058e-59	0.583425490781967	0.905	0.698	2.14778449718385e-54	"11"	"Abracl"
"Hikeshi"	7.39464472431473e-59	0.403333997382291	0.847	0.701	2.29625902624145e-54	"11"	"Hikeshi"
"Rab11b2"	1.26534604252648e-58	0.766778485225282	0.838	0.679	3.92927906585748e-54	"11"	"Rab11b"
"Scamp11"	1.67307973071117e-58	0.334560453619487	0.761	0.499	5.19541448777741e-54	"11"	"Scamp1"
"Svil1"	1.73619426375088e-58	0.527502461454413	0.788	0.56	5.39140404722561e-54	"11"	"Svil"
"Kitl2"	1.88522490818499e-58	0.421416181431426	0.66	0.413	5.85418890738684e-54	"11"	"Kitl"
"Hspa81"	2.28750140900076e-58	0.702790062721795	0.998	0.921	7.10337812537007e-54	"11"	"Hspa8"
"Cdc16"	2.48200721110388e-58	0.272392571140042	0.728	0.515	7.70737699264087e-54	"11"	"Cdc16"
"Gyg"	2.56718410837948e-58	0.312299545192111	0.746	0.609	7.97187681175078e-54	"11"	"Gyg"
"Flot1"	3.12694639295854e-58	0.497244519592459	0.808	0.581	9.71010663405417e-54	"11"	"Flot1"
"Zfpl1"	3.34107216090318e-58	0.372338702889005	0.779	0.625	1.03750313812526e-53	"11"	"Zfpl1"
"Sbno13"	3.73844882751947e-58	0.414413913619725	0.71	0.42	1.16090051440962e-53	"11"	"Sbno1"
"Acyp1"	5.11736743348094e-58	0.327800638110678	0.768	0.596	1.58909610911884e-53	"11"	"Acyp1"
"Fgfr4"	6.0489774647442e-58	0.342896841889156	0.737	0.52	1.87838897212702e-53	"11"	"Fgfr4"
"Tkt2"	6.05002385692958e-58	0.827173137847502	0.84	0.623	1.87871390829234e-53	"11"	"Tkt"
"Psmc31"	6.61295269168095e-58	0.436985489457176	0.919	0.751	2.05352019934768e-53	"11"	"Psmc3"
"Cadm11"	6.8805127218643e-58	0.783034187734519	0.714	0.529	2.13660561552052e-53	"11"	"Cadm1"
"Gpr108"	7.02758633763104e-58	0.306949815623287	0.772	0.581	2.18227638542457e-53	"11"	"Gpr108"
"Wasl1"	1.16931828551421e-57	0.589931381525255	0.865	0.716	3.63108407200727e-53	"11"	"Wasl"
"Mettl16"	1.18603045321627e-57	0.334854065907027	0.709	0.443	3.68298036637247e-53	"11"	"Mettl16"
"Lamtor32"	1.31860758774187e-57	0.346786829192381	0.797	0.596	4.09467214221484e-53	"11"	"Lamtor3"
"Hdac3"	1.46310810997108e-57	0.567346658336202	0.745	0.542	4.54338961389319e-53	"11"	"Hdac3"
"Anxa61"	1.64487579109231e-57	0.546424234805924	0.818	0.656	5.10783279407896e-53	"11"	"Anxa6"
"Lcor"	1.77260415595782e-57	0.34311994718697	0.691	0.435	5.50446768549581e-53	"11"	"Lcor"
"Pdgfa"	1.81967642856634e-57	0.758789738510104	0.728	0.609	5.65064121362705e-53	"11"	"Pdgfa"
"Nxf11"	1.92039953505172e-57	0.757093868504242	0.842	0.685	5.96341667619609e-53	"11"	"Nxf1"
"Tmed92"	1.98181193206227e-57	0.654341146202809	0.937	0.782	6.15412059263296e-53	"11"	"Tmed9"
"Manbal"	2.03039478860385e-57	0.432201043258006	0.759	0.646	6.30498493705153e-53	"11"	"Manbal"
"Glod4"	2.18910917486607e-57	0.419953764267658	0.874	0.75	6.7978407207116e-53	"11"	"Glod4"
"Arid5b1"	2.40395142640585e-57	0.68091061890268	0.723	0.467	7.46499036441807e-53	"11"	"Arid5b"
"Cfap36"	2.44393580941201e-57	0.545506736066055	0.752	0.526	7.58915386896712e-53	"11"	"Cfap36"
"Napa"	2.7758122817282e-57	0.404716368442655	0.885	0.693	8.61972987845057e-53	"11"	"Napa"
"Atoh8"	2.97675383824116e-57	0.301674363201087	0.791	0.655	9.24371369389026e-53	"11"	"Atoh8"
"Gpaa11"	3.17425669635282e-57	0.417980433339303	0.793	0.54	9.85701931918442e-53	"11"	"Gpaa1"
"Arf61"	3.19417668422775e-57	0.613810040011745	0.797	0.651	9.91887685753242e-53	"11"	"Arf6"
"Hnrnpm3"	3.34142018361049e-57	0.745523032375487	0.791	0.573	1.03761120961657e-52	"11"	"Hnrnpm"
"Pcbp22"	3.8644969205382e-57	0.60587897101946	0.84	0.609	1.20004222873473e-52	"11"	"Pcbp2"
"Matr31"	4.99727516997192e-57	0.801430625767807	0.772	0.53	1.55180385853138e-52	"11"	"Matr3"
"Cops81"	5.61017829922037e-57	0.383282690700942	0.818	0.589	1.7421286672569e-52	"11"	"Cops8"
"Aktip"	6.617532970828e-57	0.390732284620327	0.712	0.485	2.05494251343122e-52	"11"	"Aktip"
"Sf3b62"	9.58944191426613e-57	0.498457685488361	0.912	0.78	2.97780939763706e-52	"11"	"Sf3b6"
"Lsm41"	9.66290392322069e-57	0.552384118209013	0.915	0.785	3.00062155527772e-52	"11"	"Lsm4"
"Abhd11"	1.00520814596441e-56	0.474421913216958	0.831	0.679	3.12147285566329e-52	"11"	"Abhd11"
"Ddx39"	1.57641893865576e-56	0.445253809318927	0.874	0.717	4.89525373020774e-52	"11"	"Ddx39"
"Pglyrp1"	1.68548478160598e-56	0.351811392214871	0.764	0.612	5.23393589232106e-52	"11"	"Pglyrp1"
"Shroom3"	1.95129988348586e-56	0.455078901358449	0.671	0.401	6.05937152818865e-52	"11"	"Shroom3"
"Wwc1"	2.49883315817854e-56	0.545409075350014	0.692	0.453	7.75962660609182e-52	"11"	"Wwc1"
"Ctso"	4.23091378084443e-56	0.25640314486889	0.77	0.517	1.31382565636562e-51	"11"	"Ctso"
"Setx2"	4.74240501415814e-56	0.266772368517104	0.671	0.372	1.47265902904653e-51	"11"	"Setx"
"Mrps18a"	4.80498004190721e-56	0.300838690122279	0.91	0.823	1.49209045241345e-51	"11"	"Mrps18a"
"Pafah1b11"	5.35512070129938e-56	0.675710026148284	0.813	0.592	1.6629256313745e-51	"11"	"Pafah1b1"
"Actr1a1"	5.43369006097788e-56	0.322100708657285	0.719	0.449	1.68732377463546e-51	"11"	"Actr1a"
"Rpl9-ps62"	5.61921805145825e-56	0.467095073653607	0.996	0.973	1.74493578151933e-51	"11"	"Rpl9-ps6"
"Btf32"	6.10082417397702e-56	0.63930680220713	0.982	0.916	1.89448893074508e-51	"11"	"Btf3"
"Fau3"	6.24378237181375e-56	0.4801747699698	1	0.993	1.93888173991932e-51	"11"	"Fau"
"Dixdc1"	6.69471418250076e-56	0.324202361512401	0.701	0.515	2.07890959509196e-51	"11"	"Dixdc1"
"Bub31"	7.43769914892205e-56	0.364835694716039	0.781	0.574	2.30962871671476e-51	"11"	"Bub3"
"Arfip1"	8.61313119365152e-56	0.4444716870843	0.813	0.573	2.67463562956461e-51	"11"	"Arfip1"
"Cys1"	9.12723083774426e-56	0.425672821991018	0.705	0.595	2.83427899204473e-51	"11"	"Cys1"
"Atp6ap21"	1.13440589991128e-55	0.397273084948392	0.811	0.588	3.52267064099448e-51	"11"	"Atp6ap2"
"Lpcat4"	1.15550319273466e-55	0.345600741422191	0.624	0.297	3.58818406439894e-51	"11"	"Lpcat4"
"4930523C07Rik"	1.18181687093237e-55	0.370102495816233	0.674	0.413	3.66989592930628e-51	"11"	"4930523C07Rik"
"Dek2"	1.19480754265127e-55	0.778325251174907	0.808	0.591	3.71023586219498e-51	"11"	"Dek"
"Aph1a1"	1.34601684621216e-55	0.602661787357825	0.793	0.588	4.17978611254262e-51	"11"	"Aph1a"
"Tpm32"	1.38441777963138e-55	0.784100401291531	0.822	0.669	4.29903253108931e-51	"11"	"Tpm3"
"Trappc6a"	1.60509454490441e-55	0.432624848136657	0.849	0.709	4.98430009029167e-51	"11"	"Trappc6a"
"Tomm341"	1.67725419518631e-55	0.450513872357826	0.68	0.401	5.20837745231205e-51	"11"	"Tomm34"
"Grb14"	1.88650777415798e-55	0.786933752253917	0.804	0.687	5.85817259109277e-51	"11"	"Grb14"
"Lsm12"	1.93438180541017e-55	0.436673181131857	0.885	0.754	6.00683582034021e-51	"11"	"Lsm12"
"Dbndd2"	2.1375487257425e-55	0.32309382654122	0.854	0.722	6.6377300580482e-51	"11"	"Dbndd2"
"Pfn2"	2.32745046321688e-55	0.393167936794318	0.685	0.493	7.22743192342738e-51	"11"	"Pfn2"
"Rap1a1"	2.45806477774049e-55	0.511100687092039	0.914	0.731	7.63302855431755e-51	"11"	"Rap1a"
"Lsm31"	2.47673704989094e-55	0.36595883279765	0.75	0.562	7.69101156102633e-51	"11"	"Lsm3"
"Grb102"	2.52083838720909e-55	0.626320389505314	0.665	0.43	7.82795944380037e-51	"11"	"Grb10"
"Cd141"	2.74910841367311e-55	0.617504420786882	0.806	0.713	8.53680635697912e-51	"11"	"Cd14"
"Acads1"	2.96868989019938e-55	0.468116662826892	0.924	0.747	9.21867271603612e-51	"11"	"Acads"
"Sbspon"	3.2968919060354e-55	0.362584945779586	0.646	0.429	1.02378384358117e-50	"11"	"Sbspon"
"Rnaset2a"	3.82087852399968e-55	0.349829976367931	0.888	0.736	1.18649740805762e-50	"11"	"Rnaset2a"
"Dnajb2"	4.1794417252252e-55	0.416611770858153	0.773	0.499	1.29784203893418e-50	"11"	"Dnajb2"
"Tmx41"	5.07530934845974e-55	0.26532558537145	0.656	0.393	1.5760358119772e-50	"11"	"Tmx4"
"Usp461"	5.44457572455274e-55	0.429248771995121	0.669	0.382	1.69070409974536e-50	"11"	"Usp46"
"Smarce11"	5.78996508977565e-55	0.75761375950821	0.732	0.548	1.79795785932803e-50	"11"	"Smarce1"
"Nsmce3"	6.79459591404487e-55	0.38187417484208	0.791	0.641	2.10992586918835e-50	"11"	"Nsmce3"
"Eci2"	8.69722905990896e-55	0.512802717138934	0.779	0.652	2.70075053997353e-50	"11"	"Eci2"
