"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"Mrs21"	8.7043224320504e-55	0.274563907238039	0.665	0.369	2.70295324482461e-50	"11"	"Mrs2"
"Dynlt3"	9.32580885623436e-55	0.526656403510577	0.86	0.73	2.89594342412646e-50	"11"	"Dynlt3"
"Cdkn2aip1"	1.08322226229749e-54	0.323286614549929	0.696	0.446	3.36373009111239e-50	"11"	"Cdkn2aip"
"Drg1"	1.16161843620458e-54	0.344179008742739	0.836	0.733	3.6071737299461e-50	"11"	"Drg1"
"Tmx2"	1.168035554855e-54	0.44315662556214	0.865	0.72	3.62710080849122e-50	"11"	"Tmx2"
"Sema3c"	1.32975836423016e-54	0.608957440580222	0.608	0.263	4.12929864844391e-50	"11"	"Sema3c"
"Lrpap1"	2.57222743377264e-54	0.569776521272246	0.781	0.592	7.98753785009418e-50	"11"	"Lrpap1"
"Ifngr11"	2.69392911843102e-54	0.466236314648738	0.817	0.606	8.36545809146384e-50	"11"	"Ifngr1"
"Twf11"	4.12469069838956e-54	0.416676354788015	0.844	0.63	1.28084020257091e-49	"11"	"Twf1"
"Plgrkt1"	4.26325260239671e-54	0.383018705230746	0.676	0.415	1.32386783062225e-49	"11"	"Plgrkt"
"Chchd4"	5.02822688878476e-54	0.251797190395644	0.818	0.657	1.56141529577433e-49	"11"	"Chchd4"
"Fis11"	5.88889284615968e-54	0.619740015363491	0.962	0.871	1.82867789551796e-49	"11"	"Fis1"
"Zfp2771"	6.53027791085301e-54	0.400045767219938	0.748	0.587	2.02784719965719e-49	"11"	"Zfp277"
"Aamp1"	6.9521853665452e-54	0.662100513880805	0.899	0.729	2.15886212187328e-49	"11"	"Aamp"
"Slc35b21"	7.2462568107066e-54	0.458867224492764	0.813	0.724	2.25018012742872e-49	"11"	"Slc35b2"
"Ccnd12"	8.23038612025659e-54	1.16818453990343	0.725	0.563	2.55578180192328e-49	"11"	"Ccnd1"
"Bicd1"	8.32303113356747e-54	0.530101510696541	0.642	0.421	2.58455085790671e-49	"11"	"Bicd1"
"Tpd521"	8.9771151315449e-54	0.634089337558056	0.799	0.687	2.78766356179864e-49	"11"	"Tpd52"
"Rnf19a2"	9.43206535710511e-54	0.350197923077997	0.7	0.451	2.92893925534185e-49	"11"	"Rnf19a"
"Ube2r2"	1.08609009528527e-53	0.419878742469452	0.894	0.679	3.37263557288935e-49	"11"	"Ube2r2"
"Prrg2"	1.19998209478737e-53	0.292297459422416	0.739	0.521	3.72630439894321e-49	"11"	"Prrg2"
"Jak11"	1.31371258069093e-53	0.547954425924714	0.838	0.607	4.07947167681955e-49	"11"	"Jak1"
"Dalrd3"	1.45989679767201e-53	0.333343539433218	0.719	0.574	4.5334175258109e-49	"11"	"Dalrd3"
"S100a12"	1.53665133002803e-53	0.512061527663766	0.935	0.815	4.77176337513604e-49	"11"	"S100a1"
"Arpc42"	1.79001649498116e-53	0.501244082591703	0.867	0.68	5.558538221865e-49	"11"	"Arpc4"
"Kcnma1"	1.83521599419343e-53	0.259946227505196	0.606	0.237	5.69889622676887e-49	"11"	"Kcnma1"
"Uri1"	2.06138934083163e-53	0.694597473690862	0.741	0.552	6.40123232008446e-49	"11"	"Uri1"
"Arrdc11"	2.15925792894175e-53	0.872519081652468	0.655	0.37	6.70514364674282e-49	"11"	"Arrdc1"
"Utp31"	2.41689960575193e-53	0.358428792126015	0.844	0.659	7.50519834574146e-49	"11"	"Utp3"
"Zfp6643"	2.59849658843833e-53	0.616929121169717	0.7	0.43	8.06911145607754e-49	"11"	"Zfp664"
"Pepd1"	2.77249312811329e-53	0.359351620930334	0.885	0.727	8.60942291073021e-49	"11"	"Pepd"
"Tspan143"	3.29053737395545e-53	0.532059703115209	0.667	0.38	1.02181057073439e-48	"11"	"Tspan14"
"Tmbim61"	3.29428384021914e-53	0.816384361889776	0.998	0.947	1.02297396090325e-48	"11"	"Tmbim6"
"Pafah1b21"	4.38439937340056e-53	0.461892205303918	0.743	0.551	1.36148753742208e-48	"11"	"Pafah1b2"
"Eef1d"	4.41502531005611e-53	0.741907866423358	0.977	0.867	1.37099780953173e-48	"11"	"Eef1d"
"Prkag1"	4.52239208976615e-53	0.295503985571122	0.822	0.661	1.40433841563508e-48	"11"	"Prkag1"
"Phax"	4.56718255540963e-53	0.445146034619443	0.818	0.712	1.41824719893135e-48	"11"	"Phax"
"Acadl"	5.10664262935754e-53	0.614694582246607	0.968	0.877	1.5857657356944e-48	"11"	"Acadl"
"Arhgap24"	6.11732599077918e-53	0.401684229295828	0.66	0.398	1.89961323991666e-48	"11"	"Arhgap24"
"Anapc16"	6.58205603801328e-53	0.400255191296932	0.879	0.768	2.04392586148426e-48	"11"	"Anapc16"
"Tmc4"	7.86687953062418e-53	0.543929207022226	0.638	0.343	2.44290210064473e-48	"11"	"Tmc4"
"Vcp1"	8.29390460314876e-53	0.757629009785582	0.883	0.644	2.57550619641578e-48	"11"	"Vcp"
"1810037I17Rik1"	9.26996929871516e-53	0.656674551733123	0.879	0.707	2.87860356633002e-48	"11"	"1810037I17Rik"
"Rnf2"	1.17996678821112e-52	0.275317652149076	0.694	0.454	3.66415086743198e-48	"11"	"Rnf2"
"Yeats41"	1.42611134505745e-52	0.471674602874756	0.811	0.629	4.42850355980689e-48	"11"	"Yeats4"
"Cul5"	1.65871945904216e-52	0.278985748376144	0.815	0.562	5.15082153616362e-48	"11"	"Cul5"
"Mrpl32"	2.55310127980379e-52	0.407161151265815	0.872	0.756	7.9281454041747e-48	"11"	"Mrpl32"
"Myh92"	2.84739070440886e-52	0.714892268100903	0.716	0.451	8.84200235440082e-48	"11"	"Myh9"
"Rmnd5b"	2.91442263476872e-52	0.297317046098419	0.748	0.527	9.0501566077473e-48	"11"	"Rmnd5b"
"Itgb8"	3.00078064839672e-52	0.358172301542129	0.603	0.215	9.31832414746634e-48	"11"	"Itgb8"
"Map2k1"	3.36362513551023e-52	0.585221511558707	0.752	0.543	1.04450651332999e-47	"11"	"Map2k1"
"Mrpl43"	3.61695497922751e-52	0.267422818894034	0.917	0.838	1.12317302969952e-47	"11"	"Mrpl43"
"Arl2bp"	5.03004596550079e-52	0.443228937442463	0.712	0.502	1.56198017366696e-47	"11"	"Arl2bp"
"Itfg1"	5.36290382989041e-52	0.327806556125712	0.813	0.613	1.66534252629587e-47	"11"	"Itfg1"
"Apc2"	5.62571320552255e-52	0.350248961443677	0.656	0.358	1.74695272171092e-47	"11"	"Apc"
"Nbeal12"	6.08016344286792e-52	0.623739877975724	0.714	0.486	1.88807315391377e-47	"11"	"Nbeal1"
"Klf5"	6.58983212803546e-52	0.263664546890391	0.588	0.12	2.04634057071885e-47	"11"	"Klf5"
"Cacybp1"	6.65847035197898e-52	0.506917180092742	0.881	0.73	2.06765479840003e-47	"11"	"Cacybp"
"Magoh"	8.50650918154236e-52	0.403482642069282	0.854	0.681	2.64152629614435e-47	"11"	"Magoh"
"Tia12"	1.29726547167756e-51	0.528074801605942	0.665	0.371	4.02839846920034e-47	"11"	"Tia1"
"Usp5"	1.42854744781339e-51	0.309903630235934	0.714	0.434	4.43606838969491e-47	"11"	"Usp5"
"Rhog2"	1.44183788068618e-51	0.336044178221089	0.806	0.607	4.47733917089478e-47	"11"	"Rhog"
"Dguok1"	1.67495882824746e-51	0.307608778482325	0.748	0.58	5.20124964935682e-47	"11"	"Dguok"
"Gar11"	1.74442729704228e-51	0.511843440997636	0.802	0.662	5.41697008550539e-47	"11"	"Gar1"
"Mum12"	2.03354486180188e-51	0.373373719124248	0.637	0.393	6.31476685935337e-47	"11"	"Mum1"
"Tecr"	2.56367592504987e-51	0.539707230859074	0.986	0.912	7.96098285005738e-47	"11"	"Tecr"
"Tpm11"	2.82214978153899e-51	0.867232795931173	0.915	0.823	8.76362171661301e-47	"11"	"Tpm1"
"Elavl12"	2.8478694231529e-51	0.526557185158168	0.795	0.588	8.84348891971671e-47	"11"	"Elavl1"
"Rcor3"	2.92225058326288e-51	0.267389738840244	0.701	0.489	9.07446473620624e-47	"11"	"Rcor3"
"Zfyve19"	3.58902034932118e-51	0.276464100772574	0.788	0.587	1.11449848907471e-46	"11"	"Zfyve19"
"Cox7a2l1"	3.65487976906225e-51	0.528271661108066	0.921	0.755	1.1349498146869e-46	"11"	"Cox7a2l"
"Aff43"	3.86608441074463e-51	0.764728439596216	0.757	0.559	1.20053519206853e-46	"11"	"Aff4"
"Uchl5"	4.45335020136379e-51	0.256234010812103	0.822	0.635	1.3828988380295e-46	"11"	"Uchl5"
"Chd12"	4.75987973729596e-51	0.445341351464678	0.791	0.579	1.47808545482252e-46	"11"	"Chd1"
"Skp1a1"	4.96884567186546e-51	0.578307723772942	0.964	0.883	1.54297564648438e-46	"11"	"Skp1a"
"Mob41"	4.9984268267749e-51	0.412078685788713	0.865	0.691	1.55216148251841e-46	"11"	"Mob4"
"Cpsf3"	5.18201688885677e-51	0.309683689597378	0.759	0.606	1.60917170449669e-46	"11"	"Cpsf3"
"Vamp52"	5.53648208888624e-51	0.516824861156185	0.858	0.665	1.71924378306184e-46	"11"	"Vamp5"
"Csad"	6.86304429740502e-51	0.311841453542258	0.66	0.377	2.13118114567318e-46	"11"	"Csad"
"Cct2"	8.21973814998351e-51	0.678738458235852	0.806	0.656	2.55247528771438e-46	"11"	"Cct2"
"Clstn1"	9.94328351366309e-51	0.311357921204357	0.626	0.312	3.0876878294978e-46	"11"	"Clstn1"
"B4galt61"	1.06320828692613e-50	0.584924896769196	0.671	0.41	3.3015806933917e-46	"11"	"B4galt6"
"Scpep11"	1.13835181325277e-50	0.297522096180191	0.856	0.705	3.53492388569383e-46	"11"	"Scpep1"
"Rab201"	1.29437523853481e-50	0.414420908436211	0.703	0.486	4.01942342822214e-46	"11"	"Rab20"
"Impdh2"	1.71467322132831e-50	0.308584974506519	0.761	0.537	5.32457475419079e-46	"11"	"Impdh2"
"Trappc3"	1.71992954118819e-50	0.396955752137361	0.833	0.715	5.3408972042517e-46	"11"	"Trappc3"
"Pold3"	1.9714269903664e-50	0.502593598207945	0.68	0.48	6.12187223318479e-46	"11"	"Pold3"
"Kif13b1"	2.06556892346927e-50	0.536317451449527	0.692	0.431	6.41421117804912e-46	"11"	"Kif13b"
"Ddx56"	2.18841780903893e-50	0.300126589918991	0.788	0.583	6.79569382240858e-46	"11"	"Ddx56"
"Aip"	2.24847941158118e-50	0.275086276280751	0.827	0.645	6.98220311678304e-46	"11"	"Aip"
"Jmjd61"	3.29991112596087e-50	0.295344412451398	0.784	0.534	1.02472140194463e-45	"11"	"Jmjd6"
"Hnrnpl3"	3.34596743642765e-50	0.727756297571929	0.743	0.519	1.03902326803388e-45	"11"	"Hnrnpl"
"Top2b3"	3.44747718733719e-50	0.469358499827097	0.673	0.414	1.07054509098382e-45	"11"	"Top2b"
"Tmx11"	3.77752151738851e-50	0.386137062638412	0.806	0.592	1.17303375679465e-45	"11"	"Tmx1"
"Aggf11"	4.95392234778572e-50	0.570791478034636	0.68	0.459	1.5383415066579e-45	"11"	"Aggf1"
"Eif5b3"	5.28023167391268e-50	0.702603888615744	0.768	0.547	1.63967034170011e-45	"11"	"Eif5b"
"Vti1a1"	5.47476943309575e-50	0.291281653251926	0.718	0.46	1.70008015205922e-45	"11"	"Vti1a"
"Sf3b22"	7.37158249497978e-50	0.759631643814702	0.727	0.498	2.28909751216607e-45	"11"	"Sf3b2"
"Cep57"	7.80950337175587e-50	0.389275150323179	0.75	0.591	2.42508508203135e-45	"11"	"Cep57"
"Snrnp703"	8.63289035824504e-50	0.756629844578257	0.759	0.587	2.68077144294583e-45	"11"	"Snrnp70"
"Nipa21"	9.2171316904314e-50	0.33916070481473	0.754	0.543	2.86219590382966e-45	"11"	"Nipa2"
"Arf11"	1.18245553069889e-49	0.664918019514217	0.978	0.875	3.67187915947928e-45	"11"	"Arf1"
"Plbd2"	1.20880014451129e-49	0.352530042517307	0.8	0.55	3.75368708875089e-45	"11"	"Plbd2"
"Ebna1bp2"	1.24735333170332e-49	0.335940822578514	0.784	0.61	3.87340630093832e-45	"11"	"Ebna1bp2"
"Gsr1"	1.6381447555821e-49	0.566490115676825	0.835	0.618	5.08693090950908e-45	"11"	"Gsr"
"Rps272"	1.98008368040062e-49	0.732568465108048	0.939	0.786	6.14875385274804e-45	"11"	"Rps27"
"Emc10"	2.33159530011094e-49	0.597936626978813	0.871	0.666	7.24030288543449e-45	"11"	"Emc10"
"Rpl18a3"	2.5287098361036e-49	0.35947737948281	1	0.983	7.8524026540525e-45	"11"	"Rpl18a"
"Luc7l33"	2.89474283478397e-49	0.606411314052359	0.692	0.396	8.98904492485465e-45	"11"	"Luc7l3"
"Wdr45b1"	3.6761405918893e-49	0.527973741417829	0.685	0.402	1.14155193799939e-44	"11"	"Wdr45b"
"Pigt1"	3.85168016561595e-49	0.647363431515071	0.709	0.456	1.19606224182872e-44	"11"	"Pigt"
"Xrcc1"	3.92513958703709e-49	0.265532222065193	0.66	0.432	1.21887359596263e-44	"11"	"Xrcc1"
"Prkab1"	4.5454662392958e-49	0.355140153215145	0.863	0.683	1.41150363128852e-44	"11"	"Prkab1"
"Rpl133"	4.78301145036988e-49	0.544633356751334	1	0.985	1.48526854568336e-44	"11"	"Rpl13"
"Man1a22"	6.13199426825445e-49	0.44927914279823	0.766	0.54	1.90416818012105e-44	"11"	"Man1a2"
"Rab102"	8.50705795907441e-49	0.568855956952599	0.797	0.604	2.64169670803138e-44	"11"	"Rab10"
"Fbxo31"	8.81755241409114e-49	0.282433348817621	0.793	0.574	2.73811455114772e-44	"11"	"Fbxo31"
"Imp4"	8.88012606878625e-49	0.319819168944093	0.79	0.63	2.75754554814019e-44	"11"	"Imp4"
"Tmem55b1"	9.76047097920612e-49	0.386586274589254	0.813	0.649	3.03091905317288e-44	"11"	"Tmem55b"
"Epc13"	1.03583540214306e-48	0.411453971632953	0.64	0.329	3.21657967427483e-44	"11"	"Epc1"
"Zmym2"	1.06114732693463e-48	0.327569903081135	0.631	0.372	3.29518079433011e-44	"11"	"Zmym2"
"Tnip12"	1.08413442854517e-48	0.347771999586884	0.651	0.392	3.3665626409613e-44	"11"	"Tnip1"
"St3gal52"	1.11958516702193e-48	0.718536771911049	0.802	0.565	3.4766478191532e-44	"11"	"St3gal5"
"Rraga"	1.23480922140102e-48	0.404762099399981	0.858	0.77	3.83445307521659e-44	"11"	"Rraga"
"Morf4l13"	1.32772555593318e-48	0.579404548153884	0.901	0.774	4.1229861688393e-44	"11"	"Morf4l1"
"Maged1"	1.95206273266947e-48	0.81472623870543	0.768	0.618	6.0617404037585e-44	"11"	"Maged1"
"Surf1"	2.03328674187278e-48	0.312931447740686	0.799	0.691	6.31396531953754e-44	"11"	"Surf1"
"Krcc1"	2.10275195398044e-48	0.552830049848518	0.919	0.829	6.52967564269548e-44	"11"	"Krcc1"
"Pa2g41"	2.36565815329877e-48	0.60688447815364	0.892	0.828	7.34607826343866e-44	"11"	"Pa2g4"
"St3gal6"	2.54109596089193e-48	0.536716339288321	0.651	0.486	7.89086528735771e-44	"11"	"St3gal6"
"Eps8l2"	2.57825540866368e-48	0.682120060784039	0.734	0.586	8.00625652052332e-44	"11"	"Eps8l2"
"Snx62"	2.60411365851343e-48	0.53906980663246	0.808	0.655	8.08655414378176e-44	"11"	"Snx6"
"Acad9"	2.61091056072603e-48	0.272447406495776	0.739	0.515	8.10766056422254e-44	"11"	"Acad9"
"Lims11"	3.78411486917242e-48	0.876688752022091	0.752	0.625	1.17508119032411e-43	"11"	"Lims1"
"Fermt21"	5.03616280470268e-48	0.623106192550199	0.824	0.632	1.56387963574432e-43	"11"	"Fermt2"
"Dopey2"	5.8207119521124e-48	0.258779557765148	0.629	0.378	1.80750568248946e-43	"11"	"Dopey2"
"Gm609"	7.69964980539491e-48	0.515941430088739	0.644	0.395	2.39097225406928e-43	"11"	"Gm609"
"Rbbp72"	8.06009760511342e-48	0.726215169907141	0.795	0.663	2.50290210931587e-43	"11"	"Rbbp7"
"Anxa7"	8.15512987618982e-48	0.52966856427614	0.84	0.669	2.53241248045322e-43	"11"	"Anxa7"
"Pwwp2b"	8.57195802839575e-48	0.354879081087305	0.633	0.371	2.66185012655773e-43	"11"	"Pwwp2b"
"Cdkn1b3"	8.91211094516857e-48	0.543705973750251	0.674	0.428	2.7674778118032e-43	"11"	"Cdkn1b"
"Fnta"	1.01469626637686e-47	0.454709885314408	0.809	0.709	3.15093631598006e-43	"11"	"Fnta"
"Pigs"	1.11631849367493e-47	0.292382807894534	0.703	0.47	3.46650381840876e-43	"11"	"Pigs"
"Isg20l2"	1.14009496128059e-47	0.284736091505696	0.667	0.466	3.54033688326461e-43	"11"	"Isg20l2"
"Lima13"	1.54278351726592e-47	0.581604651800545	0.721	0.52	4.79080565616586e-43	"11"	"Lima1"
"Hpn1"	1.78355782309283e-47	0.831880683773007	0.957	0.834	5.53848210805016e-43	"11"	"Hpn"
"Ranbp31"	2.338342997545e-47	0.280243367213461	0.653	0.366	7.26125651027648e-43	"11"	"Ranbp3"
"Sirt71"	2.39625585828624e-47	0.314898901218201	0.748	0.541	7.44109331673626e-43	"11"	"Sirt7"
"Ybx12"	2.5248975865029e-47	0.491605248996263	0.986	0.94	7.84056447536746e-43	"11"	"Ybx1"
"Cdkn2c"	2.64275482598502e-47	0.366881004690426	0.759	0.663	8.20654656113129e-43	"11"	"Cdkn2c"
"Arap2"	2.68886743351525e-47	0.351343765974753	0.665	0.393	8.34974004129491e-43	"11"	"Arap2"
"Zfp358"	2.95849913225512e-47	0.453641269749559	0.655	0.46	9.18702735539183e-43	"11"	"Zfp358"
"Trp53i13"	2.98426497331258e-47	0.302789105965624	0.669	0.414	9.26703802162756e-43	"11"	"Trp53i13"
"Ube2i"	3.07330847083175e-47	0.656949881689313	0.881	0.736	9.54354479447383e-43	"11"	"Ube2i"
"Chmp1a1"	3.51343148123556e-47	0.409305869478491	0.775	0.672	1.09102587786808e-42	"11"	"Chmp1a"
"Sp3os"	3.61185821908639e-47	0.435494026992954	0.644	0.428	1.1215903327729e-42	"11"	"Sp3os"
"Gnb5"	3.70087608047466e-47	0.335245413888141	0.646	0.423	1.1492330492698e-42	"11"	"Gnb5"
"Gnai3"	4.39670745115549e-47	0.378729930838184	0.862	0.683	1.36530956480732e-42	"11"	"Gnai3"
"Shoc23"	5.03736290171858e-47	0.51596045886878	0.691	0.41	1.56425230187067e-42	"11"	"Shoc2"
"Golgb11"	5.3674214766899e-47	0.743396697753833	0.838	0.646	1.66674539115652e-42	"11"	"Golgb1"
"Srek12"	6.00580944622642e-47	0.551428227162161	0.689	0.44	1.86498400733669e-42	"11"	"Srek1"
"Cldn2"	6.51941194258304e-47	0.742702120009622	0.75	0.676	2.02447299053031e-42	"11"	"Cldn2"
"Atp6v1f1"	6.84981172137012e-47	0.49338936197079	0.953	0.839	2.12707203383706e-42	"11"	"Atp6v1f"
"Snu131"	7.9232172039768e-47	0.414244165077023	0.888	0.812	2.46039663835091e-42	"11"	"Snu13"
"Sf3b13"	8.78179008008069e-47	0.74866949003496	0.786	0.601	2.72700927356746e-42	"11"	"Sf3b1"
"B4galnt1"	9.61100221536107e-47	0.44912715802584	0.86	0.665	2.98450451793607e-42	"11"	"B4galnt1"
"Ptpn21"	1.00448494420033e-46	0.283447131963076	0.644	0.38	3.11922709722527e-42	"11"	"Ptpn21"
"Eci1"	1.17855490586668e-46	0.341036134388757	0.912	0.795	3.6597665491878e-42	"11"	"Eci1"
"Oard1"	1.3011287376876e-46	0.332096636139746	0.836	0.666	4.04039506914132e-42	"11"	"Oard1"
"Minpp1"	1.32149561311073e-46	0.262273415659005	0.865	0.631	4.10364032739277e-42	"11"	"Minpp1"
"Blmh1"	1.32369042211756e-46	0.437981629653684	0.754	0.539	4.11045586780166e-42	"11"	"Blmh"
"Baiap2l1"	1.42247785539102e-46	0.506959326898686	0.719	0.606	4.41722048434573e-42	"11"	"Baiap2l1"
"Cops6"	1.50603161095097e-46	0.253107536772586	0.937	0.87	4.67667996148603e-42	"11"	"Cops6"
"Gemin8"	1.60302880897666e-46	0.303516996162087	0.683	0.517	4.97788536051521e-42	"11"	"Gemin8"
"Nsmce2"	1.72793079285996e-46	0.335822576621424	0.772	0.655	5.36574349106803e-42	"11"	"Nsmce2"
"Hp1bp32"	1.75629686388877e-46	0.590024360251274	0.773	0.594	5.45382865143381e-42	"11"	"Hp1bp3"
"Fgfr3"	1.82931820152324e-46	0.741552878394375	0.646	0.449	5.68058181119011e-42	"11"	"Fgfr3"
"Fam174a2"	1.87492322806418e-46	0.301749433652641	0.782	0.595	5.82219910010769e-42	"11"	"Fam174a"
"Nudt14"	2.17534749122656e-46	0.532692175337336	0.862	0.776	6.75510656450583e-42	"11"	"Nudt14"
"Tiprl1"	2.43881918391527e-46	0.402970979903319	0.781	0.593	7.57326521181207e-42	"11"	"Tiprl"
"Rgs22"	2.64966662553124e-46	0.292724570224869	0.725	0.467	8.22800977226215e-42	"11"	"Rgs2"
"Litaf"	2.67089725114787e-46	0.437315598379856	0.935	0.834	8.29393723398947e-42	"11"	"Litaf"
"Tex103"	3.43187191916457e-46	0.254985611602505	0.651	0.404	1.06569918705817e-41	"11"	"Tex10"
"Clta2"	3.66255271167509e-46	0.486349234351316	0.953	0.832	1.13733249355647e-41	"11"	"Clta"
"Sema5a"	4.14879819315755e-46	0.523960207453057	0.622	0.342	1.28832630292121e-41	"11"	"Sema5a"
"Ccdc592"	4.46644661917773e-46	0.409600998475826	0.835	0.665	1.38696566865326e-41	"11"	"Ccdc59"
"Plekhj11"	4.52401545006146e-46	0.355650543974446	0.84	0.691	1.40484251770759e-41	"11"	"Plekhj1"
"Mid1ip1"	4.91817515775623e-46	0.409894086117974	0.903	0.781	1.52724093173804e-41	"11"	"Mid1ip1"
"Arhgap11"	4.99746744842949e-46	0.310554842296377	0.683	0.458	1.55186356676081e-41	"11"	"Arhgap1"
"Fnbp1l3"	5.01530672771289e-46	0.791740933878835	0.719	0.525	1.55740319815668e-41	"11"	"Fnbp1l"
"Trappc41"	5.14842277557828e-46	0.442258276118667	0.897	0.755	1.59873972450032e-41	"11"	"Trappc4"
"Arpc1b2"	5.19843400915495e-46	0.717573788991481	0.98	0.82	1.61426971286289e-41	"11"	"Arpc1b"
"Rbm171"	5.99533741966882e-46	0.59557674709709	0.728	0.565	1.86173212892976e-41	"11"	"Rbm17"
"Zfp36"	6.56291613128921e-46	0.83277901340277	0.957	0.77	2.03798234624924e-41	"11"	"Zfp36"
"Styx1"	7.33495624223392e-46	0.260606078699742	0.665	0.44	2.2777239619009e-41	"11"	"Styx"
"Slc40a12"	7.48519327702272e-46	0.414445037031899	0.737	0.482	2.32437706831387e-41	"11"	"Slc40a1"
"Morc33"	7.53597981211224e-46	0.311341572450981	0.725	0.55	2.34014781105521e-41	"11"	"Morc3"
"Smim22"	7.60810517104817e-46	0.672579525083406	0.773	0.613	2.36254489876559e-41	"11"	"Smim22"
"Exoc61"	7.60876046513431e-46	0.399635285510501	0.7	0.486	2.36274838723816e-41	"11"	"Exoc6"
"Slc9a3r21"	7.82148283039059e-46	0.342429308730671	0.757	0.597	2.42880506332119e-41	"11"	"Slc9a3r2"
"Mterf3"	1.06802024998911e-45	0.290206526872803	0.759	0.538	3.31652328229118e-41	"11"	"Mterf3"
"Pkm3"	1.08620860237516e-45	0.280775947221414	0.712	0.491	3.37300357295557e-41	"11"	"Pkm"
"Dgcr6"	1.14307126980839e-45	0.261278652614926	0.871	0.731	3.549579214136e-41	"11"	"Dgcr6"
"Rpl51"	1.17690332796539e-45	0.551170990440696	0.959	0.854	3.65463790433092e-41	"11"	"Rpl5"
"Tmem52"	1.30889422683874e-45	0.334480384629664	0.777	0.574	4.06450924260234e-41	"11"	"Tmem5"
"Gclm1"	1.6044896159356e-45	0.516910322531873	0.964	0.833	4.98242160436481e-41	"11"	"Gclm"
"Tbc1d19"	2.04869139073222e-45	0.335474348649318	0.649	0.495	6.36180137564076e-41	"11"	"Tbc1d19"
"Son3"	2.10141609187777e-45	0.508234033041346	0.826	0.658	6.52552739010804e-41	"11"	"Son"
"Cox19"	2.35398269331377e-45	0.342072622606255	0.899	0.78	7.30982245754726e-41	"11"	"Cox19"
"Yae1d1"	2.37715303775077e-45	0.29735231422509	0.795	0.619	7.38177332812745e-41	"11"	"Yae1d1"
"Actl6a3"	2.80882496906937e-45	0.49499837919946	0.7	0.475	8.72224417645111e-41	"11"	"Actl6a"
"Prkra"	3.05267266206565e-45	0.290591842293616	0.741	0.626	9.47946441751246e-41	"11"	"Prkra"
"Chmp3"	3.94346025282733e-45	0.489338318249432	0.851	0.69	1.22456271231047e-40	"11"	"Chmp3"
"Snrpd3"	3.96024164572444e-45	0.568955043982297	0.924	0.799	1.22977383824681e-40	"11"	"Snrpd3"
"Dpy30"	4.27495980249949e-45	0.3497350079288	0.894	0.732	1.32750326747017e-40	"11"	"Dpy30"
"Rnf167"	4.27770387892551e-45	0.396625144229814	0.7	0.521	1.32835538552274e-40	"11"	"Rnf167"
"Baiap2"	4.41831491102108e-45	0.446178411299052	0.757	0.554	1.37201932931938e-40	"11"	"Baiap2"
"Glrx3"	4.42255188763617e-45	0.434692392603965	0.928	0.83	1.37333503766766e-40	"11"	"Glrx3"
"C1qtnf4"	4.8092719807485e-45	0.300542028947051	0.71	0.619	1.49342322818183e-40	"11"	"C1qtnf4"
"Pim11"	4.82757651309427e-45	0.256034700305773	0.619	0.251	1.49910733461116e-40	"11"	"Pim1"
"Arl6ip52"	4.90345994360399e-45	0.523777987153839	0.901	0.819	1.52267141628735e-40	"11"	"Arl6ip5"
"Sac3d1"	4.96160967639754e-45	0.308820571818916	0.718	0.583	1.54072865281173e-40	"11"	"Sac3d1"
"Smim10l1"	5.58696597420273e-45	0.384028756253344	0.917	0.804	1.73492054396917e-40	"11"	"Smim10l1"
"Rnf146"	6.73135325333247e-45	0.335662993499389	0.723	0.514	2.09028712575733e-40	"11"	"Rnf146"
"Mnat12"	7.19432451808201e-45	0.340258666018164	0.644	0.392	2.23405359260001e-40	"11"	"Mnat1"
"0610009B22Rik"	8.52948635220713e-45	0.345817689410119	0.888	0.769	2.64866139695088e-40	"11"	"0610009B22Rik"
"Ephx11"	9.2281996020941e-45	0.592781003026371	0.8	0.581	2.86563282243828e-40	"11"	"Ephx1"
"Etv62"	9.31791974768989e-45	0.431423132797209	0.624	0.327	2.89349361925014e-40	"11"	"Etv6"
"mt-Cytb1"	1.03944840534361e-44	0.452071616831603	1	0.973	3.22779913311351e-40	"11"	"mt-Cytb"
"Pea15a2"	1.07616651242283e-44	0.335302663511347	0.754	0.535	3.34181987102661e-40	"11"	"Pea15a"
"Zfp637"	1.29814093624468e-44	0.346676243205148	0.719	0.616	4.03111704932062e-40	"11"	"Zfp637"
"Psmg2"	1.32907048227923e-44	0.265234883444427	0.809	0.654	4.12716256862168e-40	"11"	"Psmg2"
"Pabpn12"	1.44180303543147e-44	0.287260475587879	0.705	0.43	4.47723096592535e-40	"11"	"Pabpn1"
"Ptpn131"	1.83040952648261e-44	0.627431445575849	0.604	0.196	5.68397070258644e-40	"11"	"Ptpn13"
"Pfdn5"	2.07853465458791e-44	0.444147335136216	0.964	0.891	6.45447366289183e-40	"11"	"Pfdn5"
"Vgll41"	2.23774550045838e-44	0.403419837910465	0.653	0.415	6.94887110257342e-40	"11"	"Vgll4"
"Stx62"	2.77119415491554e-44	0.297436163167591	0.656	0.429	8.60538920925923e-40	"11"	"Stx6"
"Pum12"	2.8630895623092e-44	0.355492509896179	0.642	0.359	8.89075201783876e-40	"11"	"Pum1"
"Usf1"	3.52705822435758e-44	0.322545844979948	0.818	0.673	1.09525739040976e-39	"11"	"Usf1"
