"","Combined_Module"
"Rrp15","2"
"Spata17","2"
"Prox1os","2"
"Nenf","2"
"Lpgat1","2"
"Hsd11b1","2"
"Plxna2","2"
"Rpp38","2"
"Phyh","2"
"Mcm10","2"
"Dhtkd1","2"
"Echdc3","2"
"Atp5c1","2"
"Hacd1","2"
"Commd3","2"
"Pdss1","2"
"Pnpla7","2"
"Noxa1","2"
"Ssna1","2"
"Entpd2","2"
"Fut7","2"
"Ptgds","2"
"C8g","2"
"Tmem141","2"
"Obp2a","2"
"Bmyc","2"
"Agpat2","2"
"Sardh","2"
"Ass1","2"
"Swi5","2"
"1110008P14Rik","2"
"Lcn2","2"
"Fam129b","2"
"Lrsam1","2"
"Cutal","2"
"Hc","2"
"Ndufa8","2"
"Mrrf","2"
"Nr6a1os","2"
"Kynu","2"
"Nmi","2"
"Upp2","2"
"Cd302","2"
"Tank","2"
"Dpp4","2"
"B3galt1","2"
"Nostrin","2"
"Mettl5","2"
"Mettl5os","2"
"Sp3os","2"
"Chrna1os","2"
"Chn1os3","2"
"Atp5g3","2"
"Mtx2","2"
"Prkra","2"
"Fkbp7","2"
"Cerkl","2"
"Dusp19","2"
"Serping1","2"
"Rtn4rl2","2"
"Olfr1033","2"
"Mtch2","2"
"C1qtnf4","2"
"Ndufs3","2"
"Prr5l","2"
"Ldlrad3","2"
"Apip","2"
"Cat","2"
"Cd59b","2"
"Tcp11l1","2"
"Them7","2"
"Dnajc24","2"
"Ccdc34","2"
"Bbox1","2"
"Gm13964","2"
"Actc1","2"
"Gchfr","2"
"Capn3","2"
"Haus2","2"
"Hypk","2"
"Shf","2"
"Sqor","2"
"Dtwd1","2"
"Blvra","2"
"Itpripl1","2"
"Sirpa","2"
"Gpcpd1","2"
"Gm14097","2"
"Ndufaf5","2"
"Macrod2","2"
"Smim26","2"
"9030622O22Rik","2"
"Cst3","2"
"Nanp","2"
"Srxn1","2"
"Mcts2","2"
"Dynlrb1","2"
"Acss2","2"
"Gm16098","2"
"Spag4","2"
"Romo1","2"
"Lbp","2"
"Ppp1r16b","2"
"Gm826","2"
"Mafb","2"
"Hnf4aos","2"
"Pkig","2"
"Wfdc12","2"
"Wfdc15b","2"
"Slpi","2"
"Pltp","2"
"Pcif1","2"
"E130018N17Rik","2"
"Dpm1","2"
"Gm17619","2"
"Pfdn4","2"
"Pck1","2"
"Zbp1","2"
"Atp5e","2"
"Gm14403","2"
"Zfp971","2"
"Chrna4","2"
"Ebp","2"
"Otc","2"
"Maob","2"
"Ndufb11","2"
"Elk1","2"
"Uxt","2"
"Pgrmc1","2"
"Ndufa1","2"
"Mcts1","2"
"Dcaf12l1","2"
"F9","2"
"1110012L19Rik","2"
"Cetn2","2"
"Nsdhl","2"
"Xlr3a","2"
"Gm14685","2"
"Xlr4b","2"
"Trex2","2"
"Haus7","2"
"Arhgap4","2"
"Naa10","2"
"Plxna3","2"
"G6pdx","2"
"Fundc2","2"
"Pls3","2"
"Prrg1","2"
"Apoo","2"
"Arhgef9","2"
"Zc4h2","2"
"Pin4","2"
"Slc16a2","2"
"Cox7b","2"
"Apool","2"
"Nap1l3","2"
"Timm8a1","2"
"Bex4","2"
"Tceal8","2"
"Tceal5","2"
"Bex1","2"
"Bex3","2"
"Tceal1","2"
"Nup62cl","2"
"Tsc22d3","2"
"Psmd10","2"
"Atg4a","2"
"Tmem29","2"
"Hsd17b10","2"
"Nbdy","2"
"Spin2c","2"
"Rab9","2"
"Arhgap6","2"
"Fabp5","2"
"1810022K09Rik","2"
"Car3","2"
"Car2","2"
"Slc2a2","2"
"Ndufb5","2"
"Dnajc19","2"
"1810062G17Rik","2"
"Exosc9","2"
"Ndufc1","2"
"Exosc8","2"
"Tm4sf4","2"
"Commd2","2"
"Aadac","2"
"Sucnr1","2"
"P2ry1","2"
"9330121J05Rik","2"
"Mme","2"
"Rarres1","2"
"Bche","2"
"Tdo2","2"
"Fgg","2"
"Fga","2"
"Fgb","2"
"Mnd1","2"
"Naxe","2"
"Pmf1","2"
"Lamtor2","2"
"Fdps","2"
"Slc50a1","2"
"Efna3","2"
"Gm15998","2"
"Pmvk","2"
"S100a1","2"
"S100a13","2"
"S100a10","2"
"Selenbp2","2"
"Selenbp1","2"
"Car14","2"
"Bola1","2"
"Hist2h2aa1","2"
"Gm4450","2"
"Gm10681","2"
"Hsd3b2","2"
"Hsd3b3","2"
"Hsd3b1","2"
"Hao2","2"
"Fam46c","2"
"Bcas2","2"
"Atp5f1","2"
"Prok1","2"
"Lamtor5","2"
"Gstm5","2"
"Gstm6","2"
"Gstm3","2"
"Gstm2","2"
"Gstm1","2"
"Gm12498","2"
"Gstm4","2"
"Gm9889","2"
"Lrrc39","2"
"1700061I17Rik","2"
"Dpyd","2"
"Rwdd3","2"
"1810037I17Rik","2"
"Elovl6","2"
"Etnppl","2"
"Cyp2u1","2"
"Ppa2","2"
"Gm6135","2"
"Cisd2","2"
"Gm43403","2"
"0610031O16Rik","2"
"Adh7","2"
"Adh5","2"
"Gbp7","2"
"Kyat3","2"
"Lpar3","2"
"Uox","2"
"Ttll7","2"
"Gm43573","2"
"Ifi44","2"
"Gipc2","2"
"Lrriq3","2"
"Chchd7","2"
"Car8","2"
"Ndufaf6","2"
"Fam92a","2"
"Gm11837","2"
"Necab1","2"
"Gm11844","2"
"Osgin2","2"
"Rmdn1","2"
"Ttpa","2"
"Tstd3","2"
"Coq3","2"
"Ndufaf4","2"
"Lyrm2","2"
"Rragd","2"
"Akirin2","2"
"Smim8","2"
"Mob3b","2"
"Ndufb6","2"
"Bag1","2"
"Kif24","2"
"Nudt2","2"
"Enho","2"
"Dctn3","2"
"Sigmar1","2"
"Galt","2"
"Gm13307","2"
"Gm13305","2"
"Stoml2","2"
"Hint2","2"
"Clta","2"
"Exosc3","2"
"Aldh1b1","2"
"Stra6l","2"
"Gabbr2","2"
"Anks6","2"
"Acnat2","2"
"Baat","2"
"Ptgr1","2"
"Dnajc25","2"
"Gng10","2"
"Susd1","2"
"Mup7","2"
"Mup11","2"
"Gm21320","2"
"Mup20","2"
"Mup3","2"
"Gm12909","2"
"Cdc26","2"
"Hdhd3","2"
"Pole3","2"
"Rgs3","2"
"Orm1","2"
"Orm3","2"
"Atp6v1g1","2"
"Dmac1","2"
"Mpdz","2"
"Gm13283","2"
"Cyp2j9","2"
"Cyp2j5","2"
"Tm2d1","2"
"Ror1","2"
"Ube2u","2"
"Ak4","2"
"Dab1","2"
"C8b","2"
"C8a","2"
"Fyb2","2"
"Dhcr24","2"
"Hspb11","2"
"Dio1","2"
"Pdzk1ip1","2"
"Uqcrh","2"
"Prdx1","2"
"Tmem53","2"
"B4galt2","2"
"Atp6v0b","2"
"Med8","2"
"Svbp","2"
"AU022252","2"
"Ppih","2"
"Ccdc30","2"
"Zmynd12","2"
"Ppie","2"
"Ndufs5","2"
"Mycbp","2"
"Utp11","2"
"Mtf1","2"
"Lsm10","2"
"Smim12","2"
"Tmem54","2"
"Ccdc28b","2"
"Col16a1","2"
"Taf12","2"
"Atpif1","2"
"Dnajc8","2"
"Smpdl3b","2"
"Rpa2","2"
"Fgr","2"
"Cd164l2","2"
"Nr0b2","2"
"Hmgn2","2"
"Tmem50a","2"
"Hmgcl","2"
"Camk2n1","2"
"Pla2g2e","2"
"Minos1","2"
"Sdhb","2"
"Gm13056","2"
"Fhad1","2"
"Fbxo6","2"
"Pgd","2"
"Ctnnbip1","2"
"Slc2a5","2"
"Eno1","2"
"Park7","2"
"Camta1","2"
"Per3","2"
"A430005L14Rik","2"
"Smim1","2"
"Fam213b","2"
"Rer1","2"
"Aurkaip1","2"
"Isg15","2"
"Cyp51","2"
"Gm15611","2"
"Cd36","2"
"Tmem60","2"
"Gsap","2"
"Napepld","2"
"Tomm7","2"
"Nos3","2"
"Insig1","2"
"Gm5129","2"
"Drc1","2"
"Gm42765","2"
"Cenpa","2"
"Khk","2"
"Haus3","2"
"Rgs12","2"
"Qdpr","2"
"Med28","2"
"Ppargc1a","2"
"Slc34a2","2"
"Smim20","2"
"Ugdh","2"
"Nipal1","2"
"Ociad2","2"
"Dcun1d4","2"
"Lrrc66","2"
"Hopx","2"
"Ugt2b34","2"
"Ugt2b1","2"
"Ugt2b35","2"
"Ugt2b36","2"
"Ugt2b37","2"
"Ugt2a3","2"
"Sult1b1","2"
"Dck","2"
"Cox18","2"
"Afm","2"
"Mthfd2l","2"
"Cxcl10","2"
"Fam47e","2"
"Cxcl13","2"
"Gm42604","2"
"Plac8","2"
"Arhgap24","2"
"Klhl8","2"
"Gbp8","2"
"Brdt","2"
"Glmn","2"
"Atp5k","2"
"Zfp932","2"
"Pxmp2","2"
"Gm42595","2"
"Hscb","2"
"Crybb3","2"
"Iscu","2"
"Acacb","2"
"Mmab","2"
"Mvk","2"
"Oasl1","2"
"Pop5","2"
"Cox6a1","2"
"Sdsl","2"
"Sds","2"
"Plbd2","2"
"Oas3","2"
"Oas1c","2"
"Oas1g","2"
"Oas1a","2"
"Acad10","2"
"Vps29","2"
"Arpc3","2"
"Camkk2","2"
"Psmd9","2"
"Hpd","2"
"Ccdc62","2"
"Eif2b1","2"
"Aacs","2"
"Ran","2"
"Chchd2","2"
"Asl","2"
"Crcp","2"
"Bud23","2"
"Dnajc30","2"
"Fis1","2"
"Tfr2","2"
"Ppp1r35","2"
"Azgp1","2"
"Lamtor4","2"
"6330418K02Rik","2"
"Cox19","2"
"Nudt1","2"
"Mmd2","2"
"Bri3","2"
"Atp5j2","2"
"Cyp3a57","2"
"Cyp3a11","2"
"Cyp3a25","2"
"Cyp3a59","2"
"Urad","2"
"Pomp","2"
"Gm15408","2"
"Rfc3","2"
"Samd9l","2"
"Gng11","2"
"Sem1","2"
"Sdhaf3","2"
"Rpa3","2"
"Ndufa4","2"
"Lsm8","2"
"Aass","2"
"Ndufa5","2"
"Tmem229a","2"
"Grm8","2"
"Irf5","2"
"Chchd3","2"
"Tmem140","2"
"Akr1d1","2"
"Fmc1","2"
"Ndufb2","2"
"Ssbp1","2"
"Gstk1","2"
"Tmem139","2"
"Epha1","2"
"Ezh2","2"
"Rarres2","2"
"Tmem176b","2"
"Tmem176a","2"
"Malsu1","2"
"Cycs","2"
"Nod1","2"
"Ggct","2"
"Inmt","2"
"Pde1c","2"
"Herc6","2"
"Pyurf","2"
"Abcg2","2"
"Fam13a","2"
"Gng12","2"
"Fabp1","2"
"Krcc1","2"
"Gm45051","2"
"Vamp5","2"
"Vamp8","2"
"Gm15401","2"
"Bola3","2"
"Sfxn5","2"
"Pradc1","2"
"Nat8f2","2"
"Nat8f1","2"
"Snrpg","2"
"Snrnp27","2"
"Mgll","2"
"Uroc1","2"
"Cfap100","2"
"Aldh1l1","2"
"Lsm3","2"
"Kbtbd8","2"
"Arl6ip5","2"
"Prrt3","2"
"Atp2b2","2"
"Mkrn2os","2"
"Tmem40","2"
"Zfand4","2"
"Alox5","2"
"Cxcl12","2"
"Gm45083","2"
"Lrtm2","2"
"Tuba8","2"
"Mug1","2"
"Mug2","2"
"C1ra","2"
"C1s1","2"
"Emg1","2"
"Grcc10","2"
"Gapdh","2"
"Cd9","2"
"Ndufa9","2"
"Pzp","2"
"A2ml1","2"
"Clec2h","2"
"Magohb","2"
"Hebp1","2"
"H2afj","2"
"Arhgdib","2"
"Pde6h","2"
"Rerg","2"
"Mgst1","2"
"Slco1c1","2"
"Slco1a4","2"
"Sox5os4","2"
"Etfrf1","2"
"Gm15706","2"
"Med21","2"
"Stk38l","2"
"Etfbkmt","2"
"Nlrp12","2"
"Ndufa3","2"
"Tnnt1","2"
"Tmem86b","2"
"Tmem238","2"
"Rnf225","2"
"Slc27a5","2"
"Sult2a5","2"
"Sult2a2","2"
"Selenow","2"
"Calm3","2"
"Snrpd2","2"
"Trappc6a","2"
"Gemin7","2"
"Apoc2","2"
"Gm44805","2"
"Apoc4","2"
"Apoc1","2"
"Ethe1","2"
"Cxcl17","2"
"Erich4","2"
"Tgfb1","2"
"Cyp2b10","2"
"Cyp2b13","2"
"Cyp2g1","2"
"Cyp2a5","2"
"Cyp2a12","2"
"Cyp2f2","2"
"Gm15883","2"
"Snrpa","2"
"Blvrb","2"
"Gmfg","2"
"2200002D01Rik","2"
"Cox7a1","2"
"Sdhaf1","2"
"Prodh2","2"
"Cox6b1","2"
"Tmem147","2"
"Gapdhs","2"
"Fxyd1","2"
"Slc7a9","2"
"Pdcd5","2"
"Ccne1","2"
"Pop4","2"
"Etfb","2"
"Klk1b4","2"
"Klk1b5","2"
"Clec11a","2"
"Aspdh","2"
"Ftl1","2"
"Gm31597","2"
"Lmtk3","2"
"Saa4","2"
"Csrp3","2"
"Htatip2","2"
"Gas2","2"
"Svip","2"
"Mcee","2"
"Tm2d3","2"
"1810008I18Rik","2"
"Snrpa1","2"
"Gm16157","2"
"Arrdc4","2"
"Nr2f2","2"
"Abhd2","2"
"Cib1","2"
"Blm","2"
"Slc28a1","2"
"Homer2","2"
"Fam103a1","2"
"3110040N11Rik","2"
"Ctsc","2"
"Rab38","2"
"AI314278","2"
"Hikeshi","2"
"Tmem126a","2"
"Tmem126b","2"
"Ccdc90b","2"
"Rab30","2"
"Ndufc2","2"
"Thrsp","2"
"Aamdc","2"
"Aqp11","2"
"Tsku","2"
"Slco2b1","2"
"Ucp2","2"
"P2ry2","2"
"Lamtor1","2"
"Il18bp","2"
"Trim12a","2"
"Trim30a","2"
"Trim30d","2"
"Gm4070","2"
"Gvin1","2"
"Olfml1","2"
"St5","2"
"Akip1","2"
"Adm","2"
"Tead1","2"
"4933406I18Rik","2"
"Cyp2r1","2"
"Coq7","2"
"Gprc5b","2"
"Acsm5","2"
"Acsm1","2"
"Lyrm1","2"
"Ndufab1","2"
"Chp2","2"
"Gm45847","2"
"Lcmt1","2"
"Aqp8","2"
"Sult1a1","2"
"Mapk3","2"
"Dctpp1","2"
"1700008J07Rik","2"
"Prss36","2"
"Gm44672","2"
"Fgfr2","2"
"Pstk","2"
"Eef1akmt2","2"
"Bccip","2"
"Ptpre","2"
"9430038I01Rik","2"
"Glrx3","2"
"Gm45613","2"
"Fuom","2"
"Paox","2"
"Urah","2"
"Ifitm2","2"
"Ifitm3","2"
"B4galnt4","2"
"Hras","2"
"Lmntd2","2"
"Irf7","2"
"Tmem80","2"
"Taldo1","2"
"Polr2l","2"
"Dhcr7","2"
"Gm26674","2"
"Gm48727","2"
"Abracl","2"
"Hebp2","2"
"Aldh8a1","2"
"Raet1e","2"
"Raet1d","2"
"Vnn3","2"
"Enpp3","2"
"Arg1","2"
"Akap7","2"
"Smlr1","2"
"Gm29571","2"
"Gm30034","2"
"Soga3","2"
"Echdc1","2"
"Hint3","2"
"Hddc2","2"
"Tpd52l1","2"
"Rsph4a","2"
"Fam26f","2"
"Mfsd4b1","2"
"Rpf2","2"
"Gtf3c6","2"
"Ccdc162","2"
"Gm17196","2"
"Sesn1","2"
"Gm47815","2"
"1700021F05Rik","2"
"Asf1a","2"
"Ccdc138","2"
"Pcbd1","2"
"Fam241b","2"
"Pbld2","2"
"Pbld1","2"
"Cisd1","2"
"Snrpd3","2"
"Ddt","2"
"Gstt3","2"
"Gstt1","2"
"Lss","2"
"Gm15343","2"
"Adarb1","2"
"Lrrc3","2"
"Cstb","2"
"Palm","2"
"Prtn3","2"
"Gpx4","2"
"Ndufs7","2"
"Adamtsl5","2"
"Uqcr11","2"
"Abhd17a","2"
"Lsm7","2"
"Timm13","2"
"1190007I07Rik","2"
"Txnrd1","2"
"Mterf2","2"
"Igf1","2"
"Washc3","2"
"Chpt1","2"
"Hal","2"
"Snrpf","2"
"Ndufa12","2"
"Socs2","2"
"Ube2n","2"
"4732465J04Rik","2"
"Tmtc2","2"
"Lin7a","2"
"Gm30262","2"
"Tspan8","2"
"Gm40770","2"
"Tmbim4","2"
"Gm35696","2"
"Gm36041","2"
"Fam19a2","2"
"Atp23","2"
"A730063M14Rik","2"
"Inhbe","2"
"Inhbc","2"
"Nemp1","2"
"Gm16230","2"
"Rdh16","2"
"Rdh16f2","2"
"Sdr9c7","2"
"Hsd17b6","2"
"Rbms2","2"
"Gls2","2"
"Cnpy2","2"
"Myl6","2"
"Sarnp","2"
"Rdh5","2"
"Bloc1s1","2"
"C330021F23Rik","2"
"Pet100","2"
"Slc10a2","2"
"Gm2814","2"
"Gas6","2"
"Coprs","2"
"Defb1","2"
"Vps36","2"
"Thsd1","2"
"Slc25a15","2"
"Smim19","2"
"Vdac3","2"
"Polb","2"
"Ikbkb","2"
"Ido2","2"
"Gm30978","2"
"Fgfr1","2"
"Gm17484","2"
"Lsm1","2"
"Hgsnat","2"
"Gsr","2"
"Gm39157","2"
"6430573F11Rik","2"
"Fgl1","2"
"Frg1","2"
"F11","2"
"Cyp4v3","2"
"Aga","2"
"Hpgd","2"
"Aadat","2"
"Hpf1","2"
"Gm45589","2"
"Cpe","2"
"Msmo1","2"
"Tma16","2"
"Sh2d4a","2"
"Ndufa13","2"
"Borcs8","2"
"Pgpep1","2"
"Mpv17l2","2"
"2010320M18Rik","2"
"Mast3","2"
"Haus8","2"
"Bst2","2"
"Cib3","2"
"Fam32a","2"
"Gm10282","2"
"Gm10358","2"
"Arhgap10","2"
"Lsm6","2"
"Anapc10","2"
"Ndufb7","2"
"Tecr","2"
"1700067K01Rik","2"
"D8Ertd738e","2"
"Prdx2","2"
"Wdr83os","2"
"Gm42031","2"
"Orc6","2"
"Irx3","2"
"Ces1b","2"
"Ces1c","2"
"Ces1d","2"
"Ces1e","2"
"Ces1f","2"
"Ces1g","2"
"Mt2","2"
"Mt1","2"
"Kifc3","2"
"Mmp15","2"
"Sap18b","2"
"Cklf","2"
"Ces2a","2"
"Ces2c","2"
"Ces3a","2"
"Ces3b","2"
"Nol3","2"
"Tmem208","2"
"Tppp3","2"
"Lcat","2"
"Nqo1","2"
"Hp","2"
"Gabarapl2","2"
"Nudt7","2"
"Gm16116","2"
"Cmc2","2"
"Gcsh","2"
"Gm31774","2"
"Hsbp1","2"
"Cox4i1","2"
"Irf8","2"
"Car5a","2"
"Mvd","2"
"Snai3","2"
"Sult5a1","2"
"Spata2l","2"
"4732419C18Rik","2"
"Gm45866","2"
"Rab4a","2"
"Disc1","2"
"Coa6","2"
"Flnb","2"
"4930452B06Rik","2"
"Fhit","2"
"Thoc7","2"
"Rarb","2"
"Ube2e2","2"
"Nid2","2"
"Chchd1","2"
"Dusp13","2"
"Itih3","2"
"Smim4","2"
"Dnah1","2"
"Hacl1","2"
"Timm23","2"
"Gprin2","2"
"Fam25c","2"
"Fam213a","2"
"Mat1a","2"
"Mbl1","2"
"Gm15222","2"
"Cnih1","2"
"Ndrg2","2"
"Cdh24","2"
"1700123O20Rik","2"
"Fitm1","2"
"Psme1","2"
"Psme2","2"
"Nedd8","2"
"Cideb","2"
"Gm16573","2"
"Cryl1","2"
"Eef1akmt1","2"
"Sap18","2"
"Phf11d","2"
"Cab39l","2"
"Ebpl","2"
"Rnaseh2b","2"
"Fam124a","2"
"Fdft1","2"
"Msra","2"
"Clu","2"
"Dpysl2","2"
"Nkx2-6","2"
"Bmp1","2"
"Cysltr2","2"
"Esd","2"
"Cpb2","2"
"Ccdc122","2"
"Dnajc15","2"
"Gm41231","2"
"Commd6","2"
"Uchl3","2"
"Clybl","2"
"Pcca","2"
"Aasdhppt","2"
"Kbtbd3","2"
"Casp12","2"
"Ubl5","2"
"Olfm2","2"
"Tmem205","2"
"Pigyl","2"
"Thyn1","2"
"CT025678.1","2"
"Gm47465","2"
"St3gal4","2"
"Ddx25","2"
"Tmem218","2"
"Spa17","2"
"Sc5d","2"
"Gm36435","2"
"D630033O11Rik","2"
"Slc37a4","2"
"Ttc36","2"
"Atp5l","2"
"Apoc3","2"
"Apoa4","2"
"Apoa5","2"
"Gm5617","2"
"Nnmt","2"
"Plet1","2"
"Pts","2"
"Il18","2"
"Sdhd","2"
"Timm8b","2"
"Pih1d2","2"
"2310030G06Rik","2"
"1110032A03Rik","2"
"Fdx1","2"
"Nrg4","2"
"Gm10658","2"
"Commd4","2"
"Cox5a","2"
"Cyp1a2","2"
"Cyp1a1","2"
"Calml4","2"
"2300009A05Rik","2"
"Snapc5","2"
"Tipin","2"
"Rab11a","2"
"Slc51b","2"
"Fam96a","2"
"Gtf2a2","2"
"Fam81a","2"
"Gm10642","2"
"Lipc","2"
"Gm20649","2"
"Gm28182","2"
"Onecut1","2"
"Tinag","2"
"Gclc","2"
"Elovl5","2"
"Gsta4","2"
"Gsta1","2"
"Gm3776","2"
"Gm10639","2"
"Gsta2","2"
"Col12a1","2"
"Cox7a2","2"
"Gm27216","2"
"Me1","2"
"Mthfsl","2"
"Mthfs","2"
"Adamts7","2"
"Plscr2","2"
"Paqr9","2"
"Pls1","2"
"Gm16010","2"
"Rbp1","2"
"Rbp2","2"
"Anapc13","2"
"Slco2a1","2"
"Nudt16","2"
"Cish","2"
"Nat6","2"
"Slc38a3","2"
"Gnat1","2"
"Gpx1","2"
"Ndufaf3","2"
"Ccdc12","2"
"Dclk3","2"
"Cmc1","2"
"Acaa1b","2"
"Scn5a","2"
"Ss18l2","2"
"Higd1a","2"
"Gm47112","2"
"Cyp8b1","2"
"1700048O20Rik","2"
"1110059G10Rik","2"
"Exosc7","2"
"Sec14l4","2"
"Uqcr10","2"
"Gck","2"
"Ppia","2"
"Egfr","2"
"C1d","2"
"Mdh1","2"
"Commd1","2"
"Pex13","2"
"Fancl","2"
"Cfap36","2"
"Prorsd1","2"
"Rtn4","2"
"Acyp2","2"
"Erlec1","2"
"Chac2","2"
"Snrnp25","2"
"Pank3","2"
"Pttg1","2"
"Timd2","2"
"Psme2b","2"
"Tgtp1","2"
"Ifi47","2"
"Flt4","2"
"Rnf130","2"
"0610009B22Rik","2"
"Sar1b","2"
"Uqcrq","2"
"Atox1","2"
"Gm12248","2"
"Igtp","2"
"Irgm2","2"
"Zfp672","2"
"Zfp867","2"
"Cops3","2"
"Pemt","2"
"Slc47a1","2"
"2810001G20Rik","2"
"Gas7","2"
"Stx8","2"
"Trappc1","2"
"Naa38","2"
"Atp1b2","2"
"Sat2","2"
"Tnfsf13os","2"
"Tmem256","2"
"Asgr1","2"
"0610010K14Rik","2"
"Rnasek","2"
"Med11","2"
"Cxcl16","2"
"Vmo1","2"
"Zfp3","2"
"Rpain","2"
"Txndc17","2"
"Xaf1","2"
"Ggt6","2"
"Spns2","2"
"Emc6","2"
"Aspa","2"
"Srr","2"
"Ovca2","2"
"Serpinf1","2"
"Tlcd2","2"
"Slc43a2","2"
"Glod4","2"
"Pipox","2"
"Unc119","2"
"Slc13a2","2"
"Vtn","2"
"Fam58b","2"
"Lyrm9","2"
"Gm44787","2"
"Tefm","2"
"Ccl2","2"
"Ccl9","2"
"Wfdc21","2"
"Dusp14","2"
"Gm11437","2"
"Sept4","2"
"Dynll2","2"
"C030037D09Rik","2"
"Pctp","2"
"Tmem100","2"
"Gm45716","2"
"Mmd","2"
"Hlf","2"
"Phospho1","2"
"Snf8","2"
"Atp5g1","2"
"Copz2","2"
"Ppp1r1b","2"
"Smarce1","2"
"Krt10","2"
"Krt23","2"
"Klhl10","2"
"Acly","2"
"Dhx58","2"
"Vps25","2"
"Coa3","2"
"Ifi35","2"
"Rnd2","2"
"Tmem106a","2"
"Arl4d","2"
"Meox1","2"
"Itga2b","2"
"1810010H24Rik","2"
"Gna13","2"
"Abca8a","2"
"Gm11681","2"
"Kif19a","2"
"Cd300a","2"
"Atp5h","2"
"Gm11695","2"
"Slc16a5","2"
"Armc7","2"
"Nt5c","2"
"Sumo2","2"
"Tk1","2"
"Afmid","2"
"Rbfox3","2"
"Rptoros","2"
"Ndufaf8","2"
"Gm11789","2"
"Anapc11","2"
"Mafg","2"
"Cenpx","2"
"Dcxr","2"
"Fasn","2"
"Sectm1b","2"
"Fn3k","2"
"Akr1c14","2"
"Akr1c18","2"
"Akr1c19","2"
"Akr1c6","2"
"Akr1e1","2"
"Idi1","2"
"Chrm3","2"
"Psma2","2"
"Inhba","2"
"Epdr1","2"
"Zfp184","2"
"Hist1h4i","2"
"Hist1h1e","2"
"Hist1h2bc","2"
"Slc17a2","2"
"Cmah","2"
"Gmnn","2"
"Acot13","2"
"Gpld1","2"
"Uqcrfs1","2"
"Dusp22","2"
"Foxq1","2"
"Serpinb6b","2"
"Serpinb9","2"
"Nqo2","2"
"Bphl","2"
"Fam50b","2"
"AI463229","2"
"Eef1e1","2"
"Tmem14c","2"
"Elovl2","2"
"Adtrp","2"
"Mcur1","2"
"Tpmt","2"
"Ninj1","2"
"Gadd45g","2"
"Higd2a","2"
"Cdhr2","2"
"Fgfr4","2"
"F12","2"
"Pcbd2","2"
"Cxcl14","2"
"Slc25a48","2"
"Idnk","2"
"Dapk1","2"
"Fbp1","2"
"Slc35d2","2"
"Habp4","2"
"Uqcrb","2"
"Ndufs6","2"
"Pdcd6","2"
"Lrrc14b","2"
"Ftl1-ps1","2"
"Glrx","2"
"Mblac2","2"
"Cetn3","2"
"Cox7c","2"
"Dhfr","2"
"Bhmt","2"
"Dmgdh","2"
"Tbca","2"
"F2rl1","2"
"Hmgcr","2"
"Enc1","2"
"Gtf2h2","2"
"Ak6","2"
"Ndufaf2","2"
"Ndufs4","2"
"Hmgcs1","2"
"Fam228b","2"
"Sf3b6","2"
"Wdcp","2"
"Gm48633","2"
"5033421B08Rik","2"
"Ttc32","2"
"Fam49a","2"
"Gm48558","2"
"5730507C01Rik","2"
"Itgb1bp1","2"
"Iah1","2"
"Ywhaq","2"
"Rnf144a","2"
"Cmpk2","2"
"Eipr1","2"
"Acp1","2"
"Immp2l","2"
"Nubpl","2"
"Fam177a","2"
"Psma6","2"
"Fkbp3","2"
"Pygl","2"
"Actr10","2"
"Psma3","2"
"L3hypdh","2"
"Jkamp","2"
"Lrrc9","2"
"Gm10451","2"
"Churc1","2"
"Gpx2","2"
"Atp6v1d","2"
"Eif2s1","2"
"Rdh11","2"
"Rad51b","2"
"Erh","2"
"Plekhd1","2"
"Slc10a1","2"
"Cox16","2"
"Gm26623","2"
"Acot3","2"
"Entpd5","2"
"Npc2","2"
"Isca2","2"
"Prox2","2"
"Erg28","2"
"Slirp","2"
"Calm1","2"
"D130020L05Rik","2"
"Gon7","2"
"Ifi27","2"
"Serpina1b","2"
"Serpina1d","2"
"Serpina1a","2"
"Serpina1c","2"
"B430119L08Rik","2"
"Serpina1e","2"
"Serpina11","2"
"Serpina9","2"
"Serpina12","2"
"Serpina3k","2"
"Serpina3m","2"
"Serpina3n","2"
"Glrx5","2"
"Gskip","2"
"Ak7","2"
"Vrk1","2"
"Slc25a47","2"
"2010107E04Rik","2"
"Aspg","2"
"Adssl1","2"
"Siva1","2"
"Pld4","2"
"Nudt14","2"
"Crip2","2"
"Crip1","2"
"Dnah11","2"
"Ghr","2"
"C6","2"
"C9","2"
"Lifr","2"
"Ugt3a1","2"
"Ugt3a2","2"
"Prlr","2"
"Brix1","2"
"Amacr","2"
"Sub1","2"
"Ankrd33b","2"
"Ropn1l","2"
"Cmbl","2"
"Cpq","2"
"Rida","2"
"Cox6c","2"
"Polr2k","2"
"Ncald","2"
"Dpys","2"
"Emc2","2"
"Eny2","2"
"Med30","2"
"Ext1","2"
"Ndufb9","2"
"Sqle","2"
"Nsmce2","2"
"St3gal1","2"
"Chrac1","2"
"Lynx1","2"
"Ly6d","2"
"Ly6k","2"
"Ly6e","2"
"Ly6c1","2"
"Zfp707","2"
"BC024139","2"
"AC110211.1","2"
"Cyc1","2"
"Slc39a4","2"
"Vps28","2"
"Gpt","2"
"Commd5","2"
"Apol7a","2"
"Apol9a","2"
"Apol9b","2"
"Ift27","2"
"Tmprss6","2"
"Lgals1","2"
"Polr2f","2"
"Apobec3","2"
"Mchr1","2"
"Slc25a17","2"
